_customers,item1:LN=longitem1:DI=Hase,item2:LN=longitem2:DI=Hase,item3:LN=veryverylongitem3:DI=Hase,item4:LN=longitem4,item5:DI=Fuchs,item6,item7:DI=Fuchs,item8:DI=Fuchs,item9,item10:LN=longitem10,item11:LN=longitem11:DI=Fuchs,item12:LN=longitem12,item13,item14:DI=Eber,item15,item16:DI=Eber,item17:DI=Eber,item18,item19,item20
2342,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
2343,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2344,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
2345,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
2346,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
2347,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2348,0,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
2349,0,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
2350,0,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
2351,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2352,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
2353,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
2354,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
2355,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2356,0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
2357,0,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
2358,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
2359,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2360,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
2361,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
2362,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
2363,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2364,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
2365,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
2366,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
2367,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2368,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
2369,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
2370,0,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
2371,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2372,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
2373,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
2374,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
2375,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2376,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
2377,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
2378,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
2379,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2380,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
2381,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
2382,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
2383,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2384,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
2385,0,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
2386,0,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
2387,0,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2388,0,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
2389,0,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
2390,0,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
2391,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2392,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
2393,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
2394,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
2395,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2396,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
2397,0,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
2398,0,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
2399,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2400,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
2401,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
2402,0,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
2403,0,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2404,0,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
2405,0,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
2406,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
2407,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2408,0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
2409,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
2410,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
2411,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2412,0,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
2413,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
2414,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
2415,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2416,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
2417,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
2418,0,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
2419,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2420,0,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
2421,0,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
2422,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
2423,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2424,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
2425,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
2426,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
2427,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2428,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
2429,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
2430,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
2431,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2432,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
2433,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
2434,1,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
2435,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2436,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
2437,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
2438,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
2439,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2440,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
2441,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
2442,1,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
2443,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2444,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
2445,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
2446,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
2447,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2448,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
2449,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
2450,1,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
2451,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2452,1,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
2453,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
2454,1,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
2455,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2456,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
2457,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
2458,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
2459,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2460,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
2461,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
2462,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
2463,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2464,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
2465,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
2466,1,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
2467,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2468,1,0,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
2469,1,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
2470,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
2471,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2472,1,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
2473,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
2474,1,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
2475,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2476,1,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
2477,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
2478,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
2479,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2480,1,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
2481,1,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
2482,1,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
2483,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2484,1,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
2485,1,0,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
2486,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
2487,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2488,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
2489,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
2490,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
2491,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2492,1,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
2493,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
2494,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
2495,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2496,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
2497,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
2498,1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
2499,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2500,1,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
2501,1,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
2502,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
2503,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2504,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
2505,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
2506,1,1,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
2507,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2508,1,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
2509,1,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
2510,1,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
2511,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2512,1,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
2513,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
2514,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
2515,1,1,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2516,1,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
2517,1,1,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
2518,1,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
2519,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2520,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
2521,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
2522,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
2523,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2524,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
2525,1,1,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
2526,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
2527,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2528,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
2529,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
2530,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
2531,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2532,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
2533,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
2534,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
2535,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2536,1,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
2537,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
2538,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
2539,1,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2540,1,1,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
2541,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
2542,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
2543,1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2544,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
2545,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
2546,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
2547,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
2548,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0
2549,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0
2550,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
2551,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2552,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2553,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0
2554,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2555,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2556,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2557,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0
2558,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2559,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2560,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2561,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0
2562,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2563,0,0,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2564,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2565,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0
2566,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2567,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2568,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2569,0,0,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0
2570,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2571,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2572,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2573,0,0,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0
2574,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2575,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2576,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2577,0,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0
2578,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2579,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2580,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2581,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0
2582,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2583,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2584,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2585,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0
2586,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2587,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2588,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2589,0,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0
2590,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2591,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2592,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2593,0,0,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0
2594,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2595,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2596,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2597,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0
2598,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2599,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2600,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2601,0,0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0
2602,0,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2603,0,0,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2604,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2605,0,0,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0
2606,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2607,0,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2608,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2609,0,0,1,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0
2610,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2611,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2612,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2613,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0
2614,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2615,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2616,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2617,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0
2618,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2619,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2620,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2621,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0
2622,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2623,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2624,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2625,0,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0
2626,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2627,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2628,0,1,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2629,0,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0
2630,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2631,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2632,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2633,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0
2634,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2635,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2636,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2637,0,1,0,1,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0
2638,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2639,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2640,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2641,0,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0
2642,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2643,0,1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2644,0,1,0,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2645,0,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0
2646,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2647,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2648,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2649,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0
2650,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2651,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2652,0,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2653,0,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0
2654,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2655,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2656,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2657,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0
2658,0,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2659,0,1,1,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
2660,0,1,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0
2661,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0
